trip_id,vehicle_id,m,x,y,t
682,68,13,8.0,10.0,87
682,68,14,9.0,10.0,88
682,68,15,9.0,9.0,89
682,68,16,10.0,9.0,90
682,68,17,11.0,9.0,91
682,68,18,11.0,8.0,92
682,68,19,12.0,8.0,93
682,68,20,13.0,8.0,94
682,68,21,14.0,8.0,95
682,68,22,15.0,8.0,96
682,68,23,16.0,8.0,97
682,68,24,17.0,8.0,98
682,68,25,18.0,8.0,99
682,68,26,19.0,8.0,100
682,68,27,20.0,8.0,101
683,68,0,20.0,8.0,131
683,68,1,19.0,8.0,132
683,68,2,18.0,8.0,133
683,68,3,18.0,9.0,134
683,68,4,17.0,9.0,135
683,68,5,16.0,9.0,136
683,68,6,15.0,9.0,137
683,68,7,15.0,10.0,138
683,68,8,15.0,11.0,139
683,68,9,15.0,12.0,140
683,68,10,15.0,13.0,141
683,68,11,14.0,13.0,142
683,68,12,13.0,13.0,143
683,68,13,13.0,14.0,144
683,68,14,12.0,14.0,145
683,68,15,11.0,14.0,146
683,68,16,10.0,14.0,147
683,68,17,10.0,15.0,148
683,68,18,10.0,16.0,149
683,68,19,10.0,17.0,150
683,68,20,10.0,18.0,151
683,68,21,9.0,18.0,152
683,68,22,8.0,18.0,153
683,68,23,7.0,18.0,154
683,68,24,6.0,18.0,155
683,68,25,6.0,19.0,156
683,68,26,5.0,19.0,157
683,68,27,5.0,20.0,158
683,68,28,4.0,20.0,159
683,68,29,4.0,21.0,160
683,68,30,3.0,21.0,161
683,68,31,3.0,21.0,162
683,68,32,3.0,20.0,163
683,68,33,3.0,19.0,164
683,68,34,3.0,18.0,165
683,68,35,2.0,18.0,166
683,68,36,1.0,18.0,167
683,68,37,2.0,18.0,168
683,68,38,3.0,18.0,169
683,68,39,3.0,18.0,170
684,68,0,3.0,18.0,200
684,68,1,3.0,19.0,201
684,68,2,3.0,20.0,202
684,68,3,3.0,21.0,203
684,68,4,4.0,21.0,204
684,68,5,4.0,22.0,205
684,68,6,5.0,22.0,206
684,68,7,5.0,23.0,207
684,68,8,5.0,24.0,208
684,68,9,5.0,25.0,209
684,68,10,5.0,26.0,210
684,68,11,6.0,26.0,211
684,68,12,7.0,26.0,212
684,68,13,8.0,26.0,213
684,68,14,8.0,27.0,214
684,68,15,8.0,28.0,215
684,68,16,8.0,29.0,216
685,68,0,8.0,29.0,246
685,68,1,8.0,28.0,247
685,68,2,9.0,28.0,248
685,68,3,10.0,28.0,249
685,68,4,10.0,27.0,250
685,68,5,11.0,27.0,251
685,68,6,12.0,27.0,252
685,68,7,13.0,27.0,253
685,68,8,14.0,27.0,254
685,68,9,15.0,27.0,255
685,68,10,15.0,26.0,256
685,68,11,16.0,26.0,257
685,68,12,17.0,26.0,258
685,68,13,17.0,25.0,259
685,68,14,17.0,24.0,260
685,68,15,17.0,23.0,261
685,68,16,17.0,22.0,262
685,68,17,17.0,21.0,263
685,68,18,18.0,21.0,264
685,68,19,18.0,20.0,265
685,68,20,19.0,20.0,266
685,68,21,19.0,19.0,267
685,68,22,20.0,19.0,268
685,68,23,20.0,18.0,269
685,68,24,20.0,17.0,270
685,68,25,20.0,16.0,271
685,68,26,20.0,15.0,272
685,68,27,20.0,14.0,273
685,68,28,20.0,13.0,274
685,68,29,20.0,12.0,275
685,68,30,20.0,11.0,276
685,68,31,20.0,10.0,277
685,68,32,20.0,9.0,278
685,68,33,21.0,9.0,279
685,68,34,21.0,8.0,280
685,68,35,21.0,7.0,281
685,68,36,22.0,7.0,282
685,68,37,23.0,7.0,283
685,68,38,24.0,7.0,284
686,68,0,24.0,7.0,314
686,68,1,24.0,8.0,315
686,68,2,23.0,8.0,316
686,68,3,23.0,9.0,317
686,68,4,23.0,10.0,318
686,68,5,23.0,11.0,319
687,68,0,23.0,11.0,349
687,68,1,23.0,12.0,350
687,68,2,23.0,13.0,351
687,68,3,23.0,14.0,352
687,68,4,23.0,15.0,353
688,68,0,23.0,15.0,383
688,68,1,22.0,15.0,384
688,68,2,21.0,15.0,385
688,68,3,20.0,15.0,386
688,68,4,19.0,15.0,387
688,68,5,18.0,15.0,388
688,68,6,17.0,15.0,389
688,68,7,16.0,15.0,390
688,68,8,15.0,15.0,391
688,68,9,14.0,15.0,392
688,68,10,14.0,16.0,393
688,68,11,14.0,17.0,394
688,68,12,13.0,17.0,395
688,68,13,12.0,17.0,396
688,68,14,11.0,17.0,397
688,68,15,10.0,17.0,398
688,68,16,9.0,17.0,399
688,68,17,8.0,17.0,400
688,68,18,7.0,17.0,401
688,68,19,6.0,17.0,402
688,68,20,5.0,17.0,403
688,68,21,5.0,18.0,404
688,68,22,4.0,18.0,405
688,68,23,3.0,18.0,406
689,68,0,3.0,18.0,436
689,68,1,3.0,17.0,437
689,68,2,4.0,17.0,438
689,68,3,5.0,17.0,439
689,68,4,5.0,16.0,440
689,68,5,5.0,15.0,441
689,68,6,6.0,15.0,442
689,68,7,7.0,15.0,443
689,68,8,8.0,15.0,444
689,68,9,8.0,14.0,445
689,68,10,9.0,14.0,446
689,68,11,10.0,14.0,447
689,68,12,11.0,14.0,448
689,68,13,12.0,14.0,449
689,68,14,12.0,13.0,450
689,68,15,12.0,12.0,451
689,68,16,12.0,11.0,452
689,68,17,12.0,10.0,453
689,68,18,12.0,9.0,454
689,68,19,12.0,8.0,455
689,68,20,12.0,7.0,456
689,68,21,12.0,6.0,457
689,68,22,12.0,5.0,458
689,68,23,13.0,5.0,459
690,69,0,10.0,2.0,0
690,69,1,10.0,3.0,1
690,69,2,11.0,3.0,2
690,69,3,12.0,3.0,3
690,69,4,12.0,4.0,4
690,69,5,13.0,4.0,5
690,69,6,13.0,5.0,6
690,69,7,13.0,6.0,7
690,69,8,13.0,7.0,8
690,69,9,14.0,7.0,9
690,69,10,14.0,8.0,10
690,69,11,14.0,9.0,11
690,69,12,14.0,10.0,12
690,69,13,14.0,11.0,13
690,69,14,15.0,11.0,14
690,69,15,15.0,12.0,15
690,69,16,16.0,12.0,16
690,69,17,16.0,13.0,17
690,69,18,17.0,13.0,18
690,69,19,17.0,13.0,19
690,69,20,16.0,13.0,20
690,69,21,15.0,13.0,21
690,69,22,14.0,13.0,22
690,69,23,13.0,13.0,23
691,69,0,13.0,13.0,53
691,69,1,13.0,14.0,54
691,69,2,13.0,15.0,55
691,69,3,13.0,16.0,56
691,69,4,13.0,17.0,57
691,69,5,13.0,18.0,58
691,69,6,13.0,19.0,59
691,69,7,13.0,20.0,60
691,69,8,14.0,20.0,61
691,69,9,14.0,21.0,62
691,69,10,15.0,21.0,63
691,69,11,15.0,22.0,64
691,69,12,16.0,22.0,65
691,69,13,17.0,22.0,66
691,69,14,18.0,22.0,67
691,69,15,18.0,23.0,68
691,69,16,19.0,23.0,69
691,69,17,20.0,23.0,70
691,69,18,21.0,23.0,71
691,69,19,22.0,23.0,72
691,69,20,23.0,23.0,73
691,69,21,24.0,23.0,74
692,69,0,24.0,23.0,104
692,69,1,23.0,23.0,105
692,69,2,23.0,22.0,106
692,69,3,23.0,21.0,107
692,69,4,23.0,20.0,108
692,69,5,23.0,19.0,109
692,69,6,23.0,18.0,110
692,69,7,23.0,17.0,111
692,69,8,23.0,16.0,112
692,69,9,23.0,15.0,113
692,69,10,22.0,15.0,114
692,69,11,22.0,14.0,115
692,69,12,21.0,14.0,116
692,69,13,20.0,14.0,117
692,69,14,20.0,13.0,118
692,69,15,19.0,13.0,119
692,69,16,18.0,13.0,120
692,69,17,17.0,13.0,121
693,69,0,17.0,13.0,151
693,69,1,17.0,14.0,152
693,69,2,16.0,14.0,153
693,69,3,15.0,14.0,154
693,69,4,14.0,14.0,155
693,69,5,13.0,14.0,156
693,69,6,12.0,14.0,157
693,69,7,11.0,14.0,158
693,69,8,11.0,15.0,159
693,69,9,12.0,15.0,160
693,69,10,12.0,16.0,161
693,69,11,12.0,16.0,162
694,69,0,12.0,16.0,192
694,69,1,13.0,16.0,193
694,69,2,14.0,16.0,194
694,69,3,14.0,17.0,195
694,69,4,14.0,18.0,196
694,69,5,15.0,18.0,197
694,69,6,15.0,19.0,198
694,69,7,16.0,19.0,199
694,69,8,17.0,19.0,200
694,69,9,18.0,19.0,201
694,69,10,18.0,20.0,202
694,69,11,18.0,21.0,203
694,69,12,19.0,21.0,204
694,69,13,20.0,21.0,205
694,69,14,21.0,21.0,206
694,69,15,22.0,21.0,207
694,69,16,23.0,21.0,208
694,69,17,24.0,21.0,209
694,69,18,24.0,22.0,210
694,69,19,25.0,22.0,211
694,69,20,25.0,23.0,212
694,69,21,25.0,24.0,213
694,69,22,25.0,25.0,214
694,69,23,25.0,26.0,215
694,69,24,26.0,26.0,216
694,69,25,27.0,26.0,217
695,69,0,27.0,26.0,247
695,69,1,26.0,26.0,248
695,69,2,25.0,26.0,249
695,69,3,25.0,25.0,250
695,69,4,25.0,24.0,251
695,69,5,24.0,24.0,252
695,69,6,23.0,24.0,253
695,69,7,22.0,24.0,254
695,69,8,21.0,24.0,255
695,69,9,21.0,23.0,256
695,69,10,21.0,22.0,257
695,69,11,20.0,22.0,258
696,69,0,20.0,22.0,288
696,69,1,20.0,21.0,289
696,69,2,21.0,21.0,290
696,69,3,21.0,20.0,291
696,69,4,21.0,19.0,292
696,69,5,21.0,18.0,293
696,69,6,21.0,17.0,294
696,69,7,21.0,17.0,295
696,69,8,22.0,17.0,296
696,69,9,21.0,17.0,297
696,69,10,21.0,17.0,298
696,69,11,20.0,17.0,299
697,69,0,20.0,17.0,329
697,69,1,19.0,17.0,330
697,69,2,19.0,16.0,331
697,69,3,19.0,15.0,332
697,69,4,18.0,15.0,333
697,69,5,17.0,15.0,334
697,69,6,17.0,14.0,335
697,69,7,17.0,13.0,336
697,69,8,17.0,12.0,337
697,69,9,16.0,12.0,338
697,69,10,15.0,12.0,339
697,69,11,14.0,12.0,340
697,69,12,13.0,12.0,341
697,69,13,13.0,13.0,342
698,69,0,13.0,13.0,372
698,69,1,13.0,12.0,373
698,69,2,13.0,11.0,374
698,69,3,13.0,10.0,375
698,69,4,12.0,10.0,376
698,69,5,12.0,9.0,377
698,69,6,11.0,9.0,378
698,69,7,10.0,9.0,379
698,69,8,10.0,8.0,380
698,69,9,9.0,8.0,381
698,69,10,8.0,8.0,382
698,69,11,7.0,8.0,383
698,69,12,7.0,7.0,384
698,69,13,7.0,6.0,385
698,69,14,7.0,5.0,386
698,69,15,6.0,5.0,387
698,69,16,6.0,4.0,388
698,69,17,5.0,4.0,389
698,69,18,4.0,4.0,390
698,69,19,4.0,3.0,391
698,69,20,3.0,3.0,392
698,69,21,3.0,2.0,393
698,69,22,2.0,2.0,394
699,69,0,2.0,2.0,424
699,69,1,3.0,2.0,425
699,69,2,3.0,3.0,426
699,69,3,4.0,3.0,427
699,69,4,5.0,3.0,428
699,69,5,6.0,3.0,429
699,69,6,7.0,3.0,430
699,69,7,7.0,4.0,431
699,69,8,7.0,5.0,432
699,69,9,7.0,6.0,433
699,69,10,8.0,6.0,434
699,69,11,9.0,6.0,435
699,69,12,10.0,6.0,436
699,69,13,10.0,7.0,437
699,69,14,10.0,8.0,438
699,69,15,10.0,9.0,439
699,69,16,11.0,9.0,440
699,69,17,11.0,10.0,441
699,69,18,11.0,11.0,442
699,69,19,11.0,12.0,443
699,69,20,11.0,13.0,444
699,69,21,11.0,14.0,445
699,69,22,12.0,14.0,446
699,69,23,13.0,14.0,447
699,69,24,14.0,14.0,448
699,69,25,15.0,14.0,449
699,69,26,16.0,14.0,450
699,69,27,17.0,14.0,451
699,69,28,17.0,15.0,452
699,69,29,18.0,15.0,453
699,69,30,18.0,16.0,454
699,69,31,18.0,17.0,455
699,69,32,18.0,18.0,456
699,69,33,19.0,18.0,457
700,70,0,23.0,11.0,0
700,70,1,23.0,12.0,1
700,70,2,23.0,13.0,2
700,70,3,23.0,14.0,3
700,70,4,23.0,15.0,4
700,70,5,23.0,16.0,5
700,70,6,24.0,16.0,6
700,70,7,24.0,17.0,7
700,70,8,24.0,18.0,8
700,70,9,24.0,19.0,9
700,70,10,24.0,20.0,10
700,70,11,24.0,21.0,11
700,70,12,24.0,22.0,12
700,70,13,24.0,23.0,13
700,70,14,24.0,24.0,14
700,70,15,24.0,25.0,15
700,70,16,24.0,26.0,16
700,70,17,24.0,27.0,17
700,70,18,25.0,27.0,18
700,70,19,25.0,28.0,19
700,70,20,25.0,28.0,20
700,70,21,25.0,28.0,21
700,70,22,25.0,28.0,22
701,70,0,25.0,28.0,52
701,70,1,24.0,28.0,53
701,70,2,23.0,28.0,54
701,70,3,22.0,28.0,55
701,70,4,21.0,28.0,56
701,70,5,21.0,27.0,57
701,70,6,21.0,26.0,58
701,70,7,21.0,25.0,59
701,70,8,20.0,25.0,60
701,70,9,19.0,25.0,61
701,70,10,18.0,25.0,62
701,70,11,17.0,25.0,63
701,70,12,16.0,25.0,64
701,70,13,15.0,25.0,65
701,70,14,15.0,24.0,66
701,70,15,14.0,24.0,67
701,70,16,13.0,24.0,68
701,70,17,12.0,24.0,69
701,70,18,12.0,23.0,70
701,70,19,12.0,22.0,71
701,70,20,11.0,22.0,72
701,70,21,10.0,22.0,73
701,70,22,10.0,21.0,74
701,70,23,9.0,21.0,75
701,70,24,8.0,21.0,76
701,70,25,7.0,21.0,77
701,70,26,6.0,21.0,78
702,70,0,6.0,21.0,108
702,70,1,6.0,20.0,109
702,70,2,6.0,19.0,110
702,70,3,6.0,18.0,111
702,70,4,6.0,17.0,112
702,70,5,6.0,16.0,113
702,70,6,6.0,15.0,114
702,70,7,6.0,14.0,115
702,70,8,6.0,13.0,116
702,70,9,6.0,12.0,117
702,70,10,5.0,12.0,118
702,70,11,4.0,12.0,119
702,70,12,3.0,12.0,120
702,70,13,3.0,11.0,121
702,70,14,3.0,10.0,122
702,70,15,3.0,9.0,123
702,70,16,3.0,8.0,124
702,70,17,3.0,7.0,125
702,70,18,3.0,6.0,126
703,70,0,3.0,6.0,156
703,70,1,4.0,6.0,157
703,70,2,4.0,7.0,158
703,70,3,5.0,7.0,159
703,70,4,5.0,8.0,160
703,70,5,6.0,8.0,161
703,70,6,6.0,9.0,162
703,70,7,6.0,10.0,163
703,70,8,6.0,11.0,164
703,70,9,6.0,12.0,165
703,70,10,6.0,13.0,166
703,70,11,6.0,14.0,167
703,70,12,7.0,14.0,168
703,70,13,7.0,15.0,169
703,70,14,8.0,15.0,170
703,70,15,9.0,15.0,171
703,70,16,9.0,16.0,172
704,70,0,9.0,16.0,202
704,70,1,9.0,15.0,203
704,70,2,9.0,14.0,204
704,70,3,9.0,13.0,205
704,70,4,9.0,12.0,206
704,70,5,9.0,11.0,207
704,70,6,9.0,10.0,208
704,70,7,9.0,9.0,209
704,70,8,9.0,8.0,210
704,70,9,9.0,7.0,211
704,70,10,9.0,6.0,212
704,70,11,9.0,5.0,213
704,70,12,9.0,4.0,214
704,70,13,8.0,4.0,215
704,70,14,7.0,4.0,216
704,70,15,7.0,3.0,217
704,70,16,7.0,2.0,218
704,70,17,6.0,2.0,219
704,70,18,6.0,1.0,220
704,70,19,5.0,1.0,221
704,70,20,5.0,0.0,222
705,70,0,5.0,0.0,252
705,70,1,6.0,0.0,253
705,70,2,7.0,0.0,254
705,70,3,8.0,0.0,255
705,70,4,9.0,0.0,256
705,70,5,10.0,0.0,257
705,70,6,11.0,0.0,258
705,70,7,12.0,0.0,259
705,70,8,13.0,0.0,260
705,70,9,14.0,0.0,261
705,70,10,15.0,0.0,262
705,70,11,16.0,0.0,263
705,70,12,17.0,0.0,264
705,70,13,18.0,0.0,265
705,70,14,19.0,0.0,266
705,70,15,20.0,0.0,267
706,70,0,20.0,0.0,297
706,70,1,20.0,1.0,298
706,70,2,19.0,1.0,299
706,70,3,19.0,2.0,300
706,70,4,18.0,2.0,301
706,70,5,17.0,2.0,302
706,70,6,16.0,2.0,303
706,70,7,15.0,2.0,304
706,70,8,15.0,3.0,305
706,70,9,14.0,3.0,306
706,70,10,13.0,3.0,307
706,70,11,13.0,4.0,308
706,70,12,13.0,5.0,309
706,70,13,13.0,5.0,310
706,70,14,12.0,5.0,311
706,70,15,12.0,4.0,312
706,70,16,11.0,4.0,313
706,70,17,10.0,4.0,314
706,70,18,10.0,3.0,315
706,70,19,10.0,2.0,316
707,70,0,10.0,2.0,346
707,70,1,10.0,3.0,347
707,70,2,10.0,4.0,348
707,70,3,10.0,5.0,349
707,70,4,10.0,6.0,350
707,70,5,10.0,7.0,351
707,70,6,10.0,8.0,352
707,70,7,10.0,9.0,353
707,70,8,10.0,10.0,354
707,70,9,10.0,11.0,355
707,70,10,11.0,11.0,356
707,70,11,11.0,12.0,357
707,70,12,11.0,13.0,358
707,70,13,11.0,14.0,359
707,70,14,11.0,15.0,360
707,70,15,11.0,16.0,361
707,70,16,11.0,17.0,362
707,70,17,11.0,18.0,363
707,70,18,11.0,19.0,364
707,70,19,11.0,20.0,365
707,70,20,11.0,21.0,366
708,70,0,11.0,21.0,396
708,70,1,11.0,20.0,397
708,70,2,12.0,20.0,398
708,70,3,12.0,19.0,399
708,70,4,12.0,18.0,400
708,70,5,12.0,17.0,401
708,70,6,12.0,16.0,402
708,70,7,12.0,16.0,403
708,70,8,12.0,16.0,404
709,70,0,12.0,16.0,434
709,70,1,13.0,16.0,435
709,70,2,14.0,16.0,436
709,70,3,14.0,17.0,437
709,70,4,14.0,18.0,438
709,70,5,14.0,19.0,439
709,70,6,15.0,19.0,440
709,70,7,16.0,19.0,441
709,70,8,16.0,20.0,442
709,70,9,17.0,20.0,443
709,70,10,17.0,21.0,444
709,70,11,18.0,21.0,445
709,70,12,18.0,22.0,446
710,71,0,7.0,11.0,0
710,71,1,7.0,12.0,1
710,71,2,7.0,13.0,2
710,71,3,8.0,13.0,3
710,71,4,9.0,13.0,4
710,71,5,10.0,13.0,5
710,71,6,10.0,14.0,6
710,71,7,11.0,14.0,7
710,71,8,11.0,15.0,8
710,71,9,12.0,15.0,9
710,71,10,13.0,15.0,10
710,71,11,13.0,16.0,11
710,71,12,14.0,16.0,12
710,71,13,15.0,16.0,13
710,71,14,15.0,17.0,14
710,71,15,16.0,17.0,15
710,71,16,17.0,17.0,16
710,71,17,18.0,17.0,17
710,71,18,19.0,17.0,18
710,71,19,20.0,17.0,19
711,71,0,20.0,17.0,49
711,71,1,20.0,16.0,50
711,71,2,20.0,15.0,51
711,71,3,19.0,15.0,52
711,71,4,19.0,14.0,53
711,71,5,19.0,13.0,54
711,71,6,19.0,12.0,55
711,71,7,19.0,11.0,56
711,71,8,18.0,11.0,57
711,71,9,18.0,10.0,58
711,71,10,17.0,10.0,59
711,71,11,17.0,9.0,60
712,71,0,17.0,9.0,90
712,71,1,16.0,9.0,91
712,71,2,16.0,8.0,92
712,71,3,15.0,8.0,93
712,71,4,14.0,8.0,94
712,71,5,13.0,8.0,95
712,71,6,12.0,8.0,96
712,71,7,11.0,8.0,97
712,71,8,10.0,8.0,98
712,71,9,9.0,8.0,99
712,71,10,8.0,8.0,100
712,71,11,7.0,8.0,101
712,71,12,6.0,8.0,102
712,71,13,5.0,8.0,103
712,71,14,4.0,8.0,104
713,71,0,4.0,8.0,134
713,71,1,4.0,9.0,135
713,71,2,4.0,10.0,136
713,71,3,4.0,11.0,137
713,71,4,4.0,12.0,138
713,71,5,3.0,12.0,139
713,71,6,3.0,13.0,140
713,71,7,2.0,13.0,141
713,71,8,2.0,14.0,142
713,71,9,2.0,15.0,143
713,71,10,1.0,15.0,144
713,71,11,1.0,16.0,145
713,71,12,1.0,17.0,146
713,71,13,1.0,18.0,147
713,71,14,1.0,18.0,148
713,71,15,1.0,18.0,149
714,71,0,1.0,18.0,179
714,71,1,1.0,17.0,180
714,71,2,2.0,17.0,181
714,71,3,3.0,17.0,182
714,71,4,4.0,17.0,183
714,71,5,4.0,16.0,184
714,71,6,5.0,16.0,185
714,71,7,5.0,15.0,186
714,71,8,5.0,14.0,187
714,71,9,5.0,13.0,188
714,71,10,6.0,13.0,189
714,71,11,7.0,13.0,190
714,71,12,8.0,13.0,191
714,71,13,9.0,13.0,192
714,71,14,10.0,13.0,193
714,71,15,11.0,13.0,194
714,71,16,12.0,13.0,195
714,71,17,13.0,13.0,196
714,71,18,14.0,13.0,197
714,71,19,15.0,13.0,198
714,71,20,15.0,12.0,199
714,71,21,16.0,12.0,200
714,71,22,17.0,12.0,201
714,71,23,18.0,12.0,202
714,71,24,19.0,12.0,203
715,71,0,19.0,12.0,233
715,71,1,19.0,13.0,234
715,71,2,20.0,13.0,235
715,71,3,21.0,13.0,236
715,71,4,21.0,14.0,237
715,71,5,22.0,14.0,238
715,71,6,23.0,14.0,239
715,71,7,23.0,15.0,240
715,71,8,23.0,16.0,241
715,71,9,24.0,16.0,242
715,71,10,24.0,17.0,243
715,71,11,24.0,18.0,244
715,71,12,24.0,19.0,245
715,71,13,25.0,19.0,246
715,71,14,25.0,20.0,247
715,71,15,26.0,20.0,248
715,71,16,26.0,21.0,249
715,71,17,27.0,21.0,250
715,71,18,28.0,21.0,251
715,71,19,29.0,21.0,252
715,71,20,28.0,21.0,253
715,71,21,28.0,22.0,254
715,71,22,28.0,23.0,255
715,71,23,27.0,23.0,256
715,71,24,27.0,23.0,257
715,71,25,26.0,23.0,258
715,71,26,26.0,22.0,259
715,71,27,26.0,21.0,260
715,71,28,25.0,21.0,261
715,71,29,25.0,20.0,262
715,71,30,24.0,20.0,263
716,71,0,24.0,20.0,293
716,71,1,24.0,19.0,294
716,71,2,23.0,19.0,295
716,71,3,22.0,19.0,296
716,71,4,21.0,19.0,297
716,71,5,21.0,18.0,298
716,71,6,20.0,18.0,299
716,71,7,19.0,18.0,300
716,71,8,18.0,18.0,301
716,71,9,18.0,17.0,302
716,71,10,17.0,17.0,303
716,71,11,16.0,17.0,304
716,71,12,15.0,17.0,305
716,71,13,14.0,17.0,306
716,71,14,13.0,17.0,307
716,71,15,12.0,17.0,308
716,71,16,11.0,17.0,309
716,71,17,11.0,16.0,310
716,71,18,11.0,15.0,311
716,71,19,10.0,15.0,312
716,71,20,9.0,15.0,313
716,71,21,8.0,15.0,314
716,71,22,8.0,14.0,315
716,71,23,8.0,13.0,316
716,71,24,7.0,13.0,317
716,71,25,6.0,13.0,318
716,71,26,5.0,13.0,319
716,71,27,5.0,12.0,320
716,71,28,4.0,12.0,321
716,71,29,3.0,12.0,322
716,71,30,2.0,12.0,323
716,71,31,2.0,11.0,324
716,71,32,1.0,11.0,325
716,71,33,0.0,11.0,326
716,71,34,1.0,11.0,327
716,71,35,2.0,11.0,328
716,71,36,3.0,11.0,329
716,71,37,3.0,10.0,330
716,71,38,4.0,10.0,331
716,71,39,4.0,9.0,332
716,71,40,4.0,8.0,333
716,71,41,4.0,9.0,334
716,71,42,3.0,9.0,335
716,71,43,2.0,9.0,336
716,71,44,2.0,9.0,337
717,71,0,2.0,9.0,367
717,71,1,3.0,9.0,368
717,71,2,4.0,9.0,369
717,71,3,5.0,9.0,370
717,71,4,6.0,9.0,371
717,71,5,6.0,10.0,372
717,71,6,7.0,10.0,373
717,71,7,8.0,10.0,374
717,71,8,9.0,10.0,375
717,71,9,10.0,10.0,376
717,71,10,11.0,10.0,377
717,71,11,11.0,11.0,378
717,71,12,11.0,12.0,379
717,71,13,12.0,12.0,380
717,71,14,13.0,12.0,381
717,71,15,14.0,12.0,382
717,71,16,14.0,13.0,383
717,71,17,14.0,14.0,384
717,71,18,15.0,14.0,385
717,71,19,16.0,14.0,386
717,71,20,17.0,14.0,387
717,71,21,18.0,14.0,388
717,71,22,19.0,14.0,389
717,71,23,20.0,14.0,390
717,71,24,20.0,15.0,391
717,71,25,21.0,15.0,392
717,71,26,22.0,15.0,393
717,71,27,22.0,16.0,394
717,71,28,23.0,16.0,395
717,71,29,23.0,17.0,396
717,71,30,24.0,17.0,397
717,71,31,25.0,17.0,398
717,71,32,26.0,17.0,399
717,71,33,27.0,17.0,400
717,71,34,27.0,16.0,401
718,71,0,27.0,16.0,431
718,71,1,27.0,17.0,432
718,71,2,27.0,18.0,433
718,71,3,27.0,19.0,434
718,71,4,27.0,20.0,435
718,71,5,26.0,20.0,436
718,71,6,25.0,20.0,437
718,71,7,24.0,20.0,438
718,71,8,23.0,20.0,439
718,71,9,23.0,21.0,440
718,71,10,23.0,22.0,441
718,71,11,22.0,22.0,442
718,71,12,22.0,23.0,443
718,71,13,21.0,23.0,444
718,71,14,20.0,23.0,445
718,71,15,19.0,23.0,446
718,71,16,18.0,23.0,447
719,71,0,18.0,23.0,477
719,71,1,19.0,23.0,478
719,71,2,20.0,23.0,479
719,71,3,20.0,24.0,480
719,71,4,21.0,24.0,481
719,71,5,22.0,24.0,482
719,71,6,23.0,24.0,483
719,71,7,24.0,24.0,484
719,71,8,25.0,24.0,485
719,71,9,26.0,24.0,486
719,71,10,26.0,25.0,487
720,72,0,22.0,7.0,0
720,72,1,22.0,8.0,1
720,72,2,21.0,8.0,2
720,72,3,20.0,8.0,3
720,72,4,19.0,8.0,4
720,72,5,19.0,9.0,5
720,72,6,19.0,10.0,6
720,72,7,18.0,10.0,7
720,72,8,17.0,10.0,8
720,72,9,16.0,10.0,9
720,72,10,15.0,10.0,10
720,72,11,14.0,10.0,11
720,72,12,14.0,11.0,12
720,72,13,13.0,11.0,13
720,72,14,13.0,12.0,14
720,72,15,13.0,13.0,15
720,72,16,12.0,13.0,16
720,72,17,12.0,14.0,17
720,72,18,12.0,15.0,18
720,72,19,11.0,15.0,19
720,72,20,10.0,15.0,20
720,72,21,9.0,15.0,21
720,72,22,9.0,16.0,22
720,72,23,9.0,17.0,23
720,72,24,9.0,18.0,24
720,72,25,8.0,18.0,25
720,72,26,8.0,19.0,26
720,72,27,8.0,20.0,27
720,72,28,7.0,20.0,28
720,72,29,6.0,20.0,29
720,72,30,5.0,20.0,30
720,72,31,5.0,21.0,31
720,72,32,4.0,21.0,32
720,72,33,3.0,21.0,33
720,72,34,3.0,22.0,34
720,72,35,2.0,22.0,35
720,72,36,1.0,22.0,36
720,72,37,1.0,23.0,37
720,72,38,2.0,23.0,38
720,72,39,3.0,23.0,39
721,72,0,3.0,23.0,69
721,72,1,3.0,22.0,70
721,72,2,3.0,21.0,71
721,72,3,3.0,20.0,72
721,72,4,3.0,19.0,73
721,72,5,3.0,18.0,74
721,72,6,3.0,17.0,75
721,72,7,3.0,16.0,76
721,72,8,3.0,15.0,77
721,72,9,3.0,14.0,78
721,72,10,3.0,13.0,79
721,72,11,3.0,12.0,80
721,72,12,3.0,11.0,81
721,72,13,3.0,10.0,82
721,72,14,3.0,9.0,83
721,72,15,3.0,8.0,84
721,72,16,3.0,7.0,85
721,72,17,3.0,6.0,86
721,72,18,2.0,6.0,87
721,72,19,2.0,5.0,88
721,72,20,2.0,4.0,89
721,72,21,2.0,3.0,90
721,72,22,2.0,2.0,91
722,72,0,2.0,2.0,121
722,72,1,2.0,3.0,122
722,72,2,2.0,4.0,123
722,72,3,2.0,5.0,124
722,72,4,2.0,6.0,125
722,72,5,2.0,7.0,126
722,72,6,3.0,7.0,127
722,72,7,4.0,7.0,128
722,72,8,4.0,8.0,129
722,72,9,4.0,7.0,130
722,72,10,5.0,7.0,131
722,72,11,5.0,6.0,132
722,72,12,6.0,6.0,133
722,72,13,6.0,5.0,134
723,72,0,6.0,5.0,164
723,72,1,7.0,5.0,165
723,72,2,8.0,5.0,166
723,72,3,9.0,5.0,167
723,72,4,10.0,5.0,168
723,72,5,11.0,5.0,169
723,72,6,12.0,5.0,170
723,72,7,13.0,5.0,171
723,72,8,14.0,5.0,172
723,72,9,14.0,4.0,173
723,72,10,15.0,4.0,174
723,72,11,16.0,4.0,175
723,72,12,17.0,4.0,176
723,72,13,18.0,4.0,177
723,72,14,19.0,4.0,178
723,72,15,20.0,4.0,179
