destination_index,row,col,demand_probability,demand_weight
564,23,0,0.0008783371540795773,0.3330459408091321
565,23,1,0.0009213442787516373,0.34935328728921067
566,23,2,0.0009664572152568494,0.366459110845981
567,23,3,0.0010137790731034747,0.3844025083148958
568,23,4,0.0010634180104800626,0.40322449087884127
569,23,6,0.0011701064953121936,0.44367839475775955
570,23,7,0.0012273998885038008,0.4654027769599926
571,23,8,0.001287498610027965,0.48819087735911093
572,23,9,0.0013505400206974265,0.5120947801244987
573,23,10,0.0014166682070948311,0.5371691196881078
574,23,12,0.0015587968743125031,0.5910611535951341
575,23,13,0.0016351222024630885,0.6200020228312935
576,23,14,0.0017151847434688536,0.6503599601780028
577,23,16,0.0016351222024630885,0.6200020228312935
578,23,18,0.0014860343108950482,0.563471205616166
579,23,19,0.0014166682070948311,0.5371691196881078
580,23,20,0.0013505400206974265,0.5120947801244987
581,23,21,0.001287498610027965,0.48819087735911093
582,23,22,0.0012273998885038008,0.4654027769599926
583,23,23,0.0011701064953121936,0.44367839475775955
584,23,24,0.0011154874814603218,0.42296807780273343
585,23,25,0.0010634180104800626,0.40322449087884127
586,23,26,0.0010137790731034747,0.3844025083148958
587,23,27,0.0009664572152568494,0.366459110845981
588,23,28,0.0009213442787516373,0.34935328728921067
589,24,1,0.0008783371540795773,0.3330459408091321
590,24,2,0.0009213442787516373,0.34935328728921067
591,24,3,0.0009664572152568494,0.366459110845981
592,24,4,0.0010137790731034747,0.3844025083148958
593,24,5,0.0010634180104800626,0.40322449087884127
594,24,6,0.0011154874814603218,0.42296807780273343
595,24,8,0.0012273998885038008,0.4654027769599926
596,24,9,0.001287498610027965,0.48819087735911093
597,24,10,0.0013505400206974265,0.5120947801244987
598,24,11,0.0014166682070948311,0.5371691196881078
599,24,12,0.0014860343108950482,0.563471205616166
600,24,13,0.0015587968743125031,0.5910611535951341
601,24,14,0.0016351222024630885,0.6200020228312935
602,24,15,0.0016351222024630885,0.6200020228312935
603,24,16,0.0015587968743125031,0.5910611535951341
604,24,17,0.0014860343108950482,0.563471205616166
605,24,19,0.0013505400206974265,0.5120947801244987
606,24,21,0.0012273998885038008,0.4654027769599926
607,24,22,0.0011701064953121936,0.44367839475775955
608,24,25,0.0010137790731034747,0.3844025083148958
609,24,26,0.0009664572152568494,0.366459110845981
610,24,28,0.0008783371540795773,0.3330459408091321
611,24,29,0.0008373375447470213,0.31749979955853563
612,25,0,0.000798251742609817,0.3026793314904327
613,25,1,0.0008373375447470213,0.31749979955853563
614,25,2,0.0008783371540795773,0.3330459408091321
615,25,3,0.0009213442787516373,0.34935328728921067
616,25,5,0.0010137790731034747,0.3844025083148958
617,25,6,0.0010634180104800626,0.40322449087884127
618,25,7,0.0011154874814603218,0.42296807780273343
619,25,8,0.0011701064953121936,0.44367839475775955
620,25,9,0.0012273998885038008,0.4654027769599926
621,25,10,0.001287498610027965,0.48819087735911093
622,25,11,0.0013505400206974265,0.5120947801244987
623,25,12,0.0014166682070948311,0.5371691196881078
624,25,13,0.0014860343108950482,0.563471205616166
625,25,14,0.0015587968743125031,0.5910611535951341
626,25,15,0.0015587968743125031,0.5910611535951341
627,25,17,0.0014166682070948311,0.5371691196881078
628,25,18,0.0013505400206974265,0.5120947801244987
629,25,19,0.001287498610027965,0.48819087735911093
630,25,20,0.0012273998885038008,0.4654027769599926
631,25,21,0.0011701064953121936,0.44367839475775955
632,25,22,0.0011154874814603218,0.42296807780273343
633,25,23,0.0010634180104800626,0.40322449087884127
634,25,24,0.0010137790731034747,0.3844025083148958
635,25,25,0.0009664572152568494,0.366459110845981
636,25,26,0.0009213442787516373,0.34935328728921067
637,25,29,0.000798251742609817,0.3026793314904327
638,26,0,0.0007609904136952606,0.2885506631464967
639,26,2,0.0008373375447470213,0.31749979955853563
640,26,3,0.0008783371540795773,0.3330459408091321
641,26,4,0.0009213442787516373,0.34935328728921067
642,26,5,0.0009664572152568494,0.366459110845981
643,26,6,0.0010137790731034747,0.3844025083148958
644,26,7,0.0010634180104800626,0.40322449087884127
645,26,8,0.0011154874814603218,0.42296807780273343
646,26,9,0.0011701064953121936,0.44367839475775955
647,26,10,0.0012273998885038008,0.4654027769599926
648,26,11,0.001287498610027965,0.48819087735911093
649,26,13,0.0014166682070948311,0.5371691196881078
650,26,14,0.0014860343108950482,0.563471205616166
651,26,15,0.0014860343108950482,0.563471205616166
652,26,16,0.0014166682070948311,0.5371691196881078
653,26,17,0.0013505400206974265,0.5120947801244987
654,26,18,0.001287498610027965,0.48819087735911093
655,26,19,0.0012273998885038008,0.4654027769599926
656,26,20,0.0011701064953121936,0.44367839475775955
657,26,21,0.0011154874814603218,0.42296807780273343
658,26,22,0.0010634180104800626,0.40322449087884127
659,26,23,0.0010137790731034747,0.3844025083148958
660,26,24,0.0009664572152568494,0.366459110845981
661,26,26,0.0008783371540795773,0.3330459408091321
662,26,27,0.0008373375447470213,0.31749979955853563
663,26,28,0.000798251742609817,0.3026793314904327
664,26,29,0.0007609904136952606,0.2885506631464967
665,27,0,0.0007254683940215955,0.2750815022363521
666,27,1,0.0007609904136952606,0.2885506631464967
667,27,2,0.000798251742609817,0.3026793314904327
668,27,4,0.0008783371540795773,0.3330459408091321
669,27,5,0.0009213442787516373,0.34935328728921067
670,27,6,0.0009664572152568494,0.366459110845981
671,27,7,0.0010137790731034747,0.3844025083148958
672,27,8,0.0010634180104800626,0.40322449087884127
673,27,9,0.0011154874814603218,0.42296807780273343
674,27,10,0.0011701064953121936,0.44367839475775955
675,27,11,0.0012273998885038008,0.4654027769599926
676,27,12,0.001287498610027965,0.48819087735911093
677,27,13,0.0013505400206974265,0.5120947801244987
678,27,14,0.0014166682070948311,0.5371691196881078
679,27,15,0.0014166682070948311,0.5371691196881078
680,27,18,0.0012273998885038008,0.4654027769599926
681,27,19,0.0011701064953121936,0.44367839475775955
682,27,20,0.0011154874814603218,0.42296807780273343
683,27,21,0.0010634180104800626,0.40322449087884127
684,27,22,0.0010137790731034747,0.3844025083148958
685,27,24,0.0009213442787516373,0.34935328728921067
686,27,25,0.0008783371540795773,0.3330459408091321
687,27,27,0.000798251742609817,0.3026793314904327
688,27,28,0.0007609904136952606,0.2885506631464967
689,27,29,0.0007254683940215955,0.2750815022363521
690,28,0,0.0006916044949483844,0.2622410638307586
691,28,1,0.0007254683940215955,0.2750815022363521
692,28,2,0.0007609904136952606,0.2885506631464967
693,28,3,0.000798251742609817,0.3026793314904327
694,28,5,0.0008783371540795773,0.3330459408091321
695,28,6,0.0009213442787516373,0.34935328728921067
696,28,7,0.0009664572152568494,0.366459110845981
697,28,8,0.0010137790731034747,0.3844025083148958
698,28,9,0.0010634180104800626,0.40322449087884127
699,28,11,0.0011701064953121936,0.44367839475775955
700,28,12,0.0012273998885038008,0.4654027769599926
701,28,13,0.001287498610027965,0.48819087735911093
702,28,14,0.0013505400206974265,0.5120947801244987
703,28,16,0.001287498610027965,0.48819087735911093
704,28,17,0.0012273998885038008,0.4654027769599926
705,28,18,0.0011701064953121936,0.44367839475775955
706,28,19,0.0011154874814603218,0.42296807780273343
707,28,20,0.0010634180104800626,0.40322449087884127
708,28,21,0.0010137790731034747,0.3844025083148958
709,28,22,0.0009664572152568494,0.366459110845981
710,28,23,0.0009213442787516373,0.34935328728921067
711,28,24,0.0008783371540795773,0.3330459408091321
712,28,25,0.0008373375447470213,0.31749979955853563
713,28,26,0.000798251742609817,0.3026793314904327
714,28,27,0.0007609904136952606,0.2885506631464967
715,28,28,0.0007254683940215955,0.2750815022363521
716,28,29,0.0006916044949483844,0.2622410638307586
717,29,0,0.0006593213176128683,0.25
718,29,1,0.0006916044949483844,0.2622410638307586
719,29,2,0.0007254683940215955,0.2750815022363521
720,29,4,0.000798251742609817,0.3026793314904327
721,29,5,0.0008373375447470213,0.31749979955853563
722,29,6,0.0008783371540795773,0.3330459408091321
723,29,7,0.0009213442787516373,0.34935328728921067
724,29,8,0.0009664572152568494,0.366459110845981
725,29,9,0.0010137790731034747,0.3844025083148958
726,29,10,0.0010634180104800626,0.40322449087884127
727,29,11,0.0011154874814603218,0.42296807780273343
728,29,12,0.0011701064953121936,0.44367839475775955
729,29,13,0.0012273998885038008,0.4654027769599926
730,29,14,0.001287498610027965,0.48819087735911093
731,29,15,0.001287498610027965,0.48819087735911093
732,29,16,0.0012273998885038008,0.4654027769599926
733,29,17,0.0011701064953121936,0.44367839475775955
734,29,18,0.0011154874814603218,0.42296807780273343
735,29,19,0.0010634180104800626,0.40322449087884127
736,29,20,0.0010137790731034747,0.3844025083148958
737,29,22,0.0009213442787516373,0.34935328728921067
738,29,23,0.0008783371540795773,0.3330459408091321
739,29,24,0.0008373375447470213,0.31749979955853563
740,29,25,0.000798251742609817,0.3026793314904327
741,29,26,0.0007609904136952606,0.2885506631464967
742,29,27,0.0007254683940215955,0.2750815022363521
743,29,28,0.0006916044949483844,0.2622410638307586
744,29,29,0.0006593213176128683,0.25
