trip_id,vehicle_id,start_parking_O,destination_I,start_time,end_time,n_trace_points
994,99,20,596,210,228,19
995,99,118,164,258,282,25
996,99,45,401,312,333,22
997,99,90,36,363,394,32
998,99,2,67,424,434,11
999,99,15,536,464,484,21
1000,100,118,462,0,12,13
1001,100,86,314,42,61,20
1002,100,46,356,91,100,10
1003,100,50,90,130,134,5
1004,100,27,387,164,169,6
1005,100,41,676,199,217,19
1006,100,127,460,247,253,7
1007,100,101,358,283,294,12
1008,100,72,635,324,353,30
1009,100,136,222,383,420,38
1010,101,128,70,0,26,27
1011,101,16,536,56,76,21
1012,101,105,60,106,133,28
1013,101,11,354,163,176,14
1014,101,74,358,206,212,7
1015,101,73,490,242,254,13
1016,101,105,322,284,304,21
1017,101,70,214,334,354,21
1018,101,52,34,384,403,20
1019,101,2,385,433,448,16
1020,102,54,185,0,19,20
1021,102,42,535,49,68,20
1022,102,128,177,98,131,34
1023,102,44,630,161,189,29
1024,102,134,177,219,247,29
1025,102,44,613,277,303,27
1026,102,131,143,333,372,40
1027,102,34,379,402,430,29
1028,102,89,366,460,481,22
1029,102,80,437,511,524,14
1030,103,76,258,0,11,12
1031,103,66,556,41,56,16
1032,103,123,259,86,114,29
1033,103,57,464,144,162,19
1034,103,104,194,192,217,26
1035,103,48,707,247,276,30
1036,103,154,508,306,325,20
1037,103,103,98,355,385,31
1038,103,22,438,415,444,30
1039,103,97,354,474,484,11
1040,104,111,213,0,16,17
1041,104,52,342,46,57,12
1042,104,47,668,87,130,44
1043,104,150,742,160,178,19
1044,104,154,380,208,237,30
1045,104,65,407,267,272,6
1046,104,85,725,302,315,14
1047,104,151,321,345,372,28
1048,104,49,40,402,416,15
1049,104,32,194,446,460,15
1050,105,66,114,0,18,19
1051,105,33,538,48,64,17
1052,105,105,579,94,108,15
1053,105,133,409,138,154,17
1054,105,77,632,184,208,25
1055,105,135,55,238,276,39
1056,105,14,384,306,322,17
1057,105,72,168,352,371,20
1058,105,28,395,401,411,11
1059,105,80,394,441,442,2
1060,106,37,308,0,12,13
1061,106,58,597,42,61,20
1062,106,127,1,91,123,33
1063,106,0,240,153,180,28
1064,106,35,310,210,223,14
1065,106,66,280,253,264,12
1066,106,64,283,294,298,5
1067,106,58,228,328,333,6
1068,106,44,614,363,384,22
1069,106,138,300,414,429,16
1070,107,91,339,0,10,11
1071,107,68,540,40,51,12
1072,107,112,649,81,91,11
1073,107,120,494,121,134,14
1074,107,92,132,164,191,28
1075,107,26,621,221,240,20
1076,107,109,652,270,280,11
1077,107,139,452,310,331,22
1078,107,99,235,361,388,28
1079,107,50,334,418,425,8
1080,108,50,206,0,7,8
1081,108,39,143,37,54,18
1082,108,5,388,84,102,19
1083,108,59,505,132,156,25
1084,108,99,628,186,208,23
1085,108,139,193,238,265,28
1086,108,43,646,295,323,29
1087,108,102,399,353,363,11
1088,108,99,648,393,404,12
1089,108,132,349,434,449,16
1090,109,127,294,0,25,26
1091,109,61,271,55,62,8
1092,109,53,19,92,103,12
1093,109,8,343,133,148,16
1094,109,81,525,178,229,52
1095,109,116,74,259,305,47
1096,109,9,540,335,361,27
1097,109,124,281,391,423,33
1098,109,74,341,453,473,21
1099,109,61,634,503,516,14
1100,110,72,303,0,14,15
1101,110,63,143,44,66,23
1102,110,34,712,96,124,29
1103,110,144,336,154,174,21
1104,110,67,741,204,225,22
1105,110,149,483,255,279,25
1106,110,102,652,309,323,15
1107,110,146,128,353,393,41
1108,110,24,217,423,448,26
1109,110,46,128,478,504,27
1110,111,40,90,0,10,11
1111,111,15,118,40,40,1
1112,111,15,516,70,93,24
1113,111,112,321,123,152,30
1114,111,62,63,182,205,24
1115,111,15,577,235,257,23
1116,111,121,254,287,305,19
1117,111,57,533,335,354,20
1118,111,128,191,384,416,33
1119,111,22,657,446,476,31
1120,112,11,209,0,16,17
1121,112,50,240,46,51,6
1122,112,52,15,81,91,11
1123,112,4,356,121,145,25
1124,112,77,408,175,178,4
1125,112,76,481,208,213,6
1126,112,101,161,243,263,21
1127,112,41,605,293,317,25
1128,112,134,33,347,380,34
1129,112,2,440,410,436,27
1130,113,111,315,0,15,16
1131,113,69,319,45,47,3
1132,113,61,453,77,115,39
1133,113,116,268,145,181,37
1134,113,43,332,211,232,22
1135,113,75,202,262,286,25
1136,113,38,358,316,333,18
1137,113,77,529,363,373,11
1138,113,108,581,403,417,15
1139,113,123,437,447,460,14
1140,114,154,703,0,7,8
1141,114,152,368,37,61,25
1142,114,69,312,91,99,9
1143,114,51,382,129,145,17
1144,114,74,3,175,201,27
1145,114,1,282,231,254,24
1146,114,73,270,284,306,23
1147,114,53,15,336,351,16
1148,114,4,319,381,398,18
1149,114,48,160,428,446,19
1150,115,65,178,0,16,17
1151,115,14,649,46,75,30
1152,115,143,164,105,135,31
1153,115,34,110,165,176,12
1154,115,39,196,206,219,14
1155,115,23,86,249,265,17
1156,115,40,362,295,304,10
1157,115,66,318,334,338,5
1158,115,67,316,368,373,6
1159,115,61,185,403,413,11
1160,116,94,120,0,19,20
1161,116,16,106,49,66,18
1162,116,20,534,96,121,26
1163,116,121,460,151,161,11
1164,116,97,256,191,204,14
1165,116,41,245,234,253,20
1166,116,48,468,283,299,17
1167,116,92,371,329,330,2
1168,116,87,434,360,374,15
1169,116,85,471,404,422,19
1170,117,95,402,0,24,25
1171,117,89,488,54,71,18
1172,117,98,177,101,128,28
1173,117,38,141,158,172,15
1174,117,27,484,202,227,26
1175,117,97,415,257,268,12
1176,117,82,389,298,298,1
1177,117,82,737,328,355,28
1178,117,154,431,385,419,35
1179,117,90,512,449,463,15
1180,118,102,571,0,3,4
1181,118,118,557,33,45,13
1182,118,129,66,75,104,30
1183,118,15,232,134,143,10
1184,118,41,727,173,197,25
1185,118,151,414,227,249,23
1186,118,82,654,279,293,15
1187,118,147,330,323,342,20
1188,118,72,85,372,386,15
1189,118,11,283,416,433,18
1190,119,53,169,0,4,5
1191,119,43,410,34,55,22
1192,119,77,56,85,99,15
1193,119,25,203,129,133,5
1194,119,44,20,163,189,27
1195,119,12,361,219,245,27
1196,119,73,173,275,296,22
1197,119,23,339,326,356,31
1198,119,69,596,386,407,22
1199,119,119,448,437,457,21
1200,120,45,228,0,9,10
1201,120,44,177,39,43,5
1202,120,39,252,73,84,12
1203,120,63,262,114,128,15
1204,120,50,595,158,180,23
1205,120,117,101,210,231,22
1206,120,29,42,261,283,23
1207,120,7,546,313,351,39
1208,120,115,510,381,399,19
1209,120,86,290,429,443,15
1210,121,63,635,0,34,35
1211,121,144,406,64,92,29
1212,121,76,695,122,141,20
1213,121,153,720,171,175,5
1214,121,153,272,205,244,40
1215,121,55,538,274,291,18
1216,121,134,465,321,335,15
1217,121,86,653,365,380,16
1218,121,122,628,410,417,8
1219,121,133,207,447,471,25
1220,122,68,661,0,26,27
1221,122,140,655,56,57,2
1222,122,137,736,87,98,12
1223,122,154,367,128,144,17
1224,122,80,307,174,193,20
1225,122,40,312,223,236,14
1226,122,67,439,266,274,9
1227,122,91,579,304,310,7
1228,122,105,381,340,355,16
1229,122,76,444,385,404,20
1230,123,103,316,0,21,22
1231,123,61,743,51,68,18
1232,123,140,669,98,125,28
1233,123,150,423,155,191,37
1234,123,80,346,221,237,17
1235,123,74,37,267,287,21
1236,123,3,165,317,353,37
1237,123,34,179,383,403,21
1238,123,64,666,433,462,30
1239,123,145,308,492,527,36
1240,124,7,357,0,18,19
1241,124,72,486,48,60,13
1242,124,120,268,90,117,28
1243,124,61,276,147,168,22
1244,124,56,443,198,219,22
1245,124,78,642,249,278,30
1246,124,145,530,308,319,12
1247,124,108,84,349,359,11
1248,124,57,356,389,396,8
1249,124,77,702,426,445,20
1250,125,149,566,0,30,31
1251,125,107,600,60,74,15
1252,125,120,651,104,112,9
1253,125,146,351,142,167,26
1254,125,70,556,197,234,38
1255,125,123,186,264,279,16
1256,125,51,403,309,332,24
1257,125,90,620,362,368,7
1258,125,118,612,398,408,11
1259,125,131,289,438,470,33
1260,126,85,159,0,12,13
1261,126,39,178,42,54,13
1262,126,44,268,84,107,24
1263,126,81,533,137,153,17
1264,126,121,455,183,200,18
1265,126,89,44,230,261,32
1266,126,16,44,291,295,5
1267,126,17,112,325,338,14
1268,126,32,262,368,377,10
1269,126,51,621,407,425,19
1270,127,91,106,0,37,38
1271,127,10,347,67,81,15
1272,127,70,459,111,116,6
1273,127,89,43,146,177,32
1274,127,16,260,207,221,15
1275,127,66,533,251,261,11
1276,127,111,199,291,315,25
1277,127,56,425,345,355,11
1278,127,96,510,385,397,13
1279,127,120,291,427,446,20
1280,128,105,325,0,16,17
1281,128,74,55,46,64,19
1282,128,10,615,94,119,26
1283,128,138,705,149,163,15
1284,128,146,239,193,217,25
1285,128,55,730,247,273,27
1286,128,152,106,303,332,30
1287,128,26,416,362,383,22
1288,128,78,195,413,425,13
1289,128,53,384,455,476,22
1290,129,60,412,0,11,12
1291,129,73,477,41,62,22
1292,129,116,521,92,118,27
1293,129,114,50,148,193,46
1294,129,6,212,223,242,20
1295,129,33,656,272,294,23
1296,129,134,573,324,342,19
1297,129,127,174,372,402,31
1298,129,23,216,432,458,27
1299,129,43,530,488,521,34
1300,130,57,626,0,25,26
1301,130,128,674,55,70,16
1302,130,86,477,100,110,11
1303,130,100,396,140,188,49
1304,130,81,519,218,227,10
1305,130,113,295,257,295,39
1306,130,81,738,325,333,9
1307,130,125,266,363,392,30
1308,130,60,590,422,458,37
1309,130,145,159,488,516,29
1310,131,59,180,0,6,7
1311,131,41,340,36,65,30
1312,131,61,674,95,126,32
1313,131,151,158,156,178,23
1314,131,31,309,208,218,11
1315,131,59,382,248,256,9
1316,131,77,36,286,309,24
1317,131,7,484,339,364,26
1318,131,103,707,394,418,25
1319,131,147,547,448,469,22
1320,132,7,713,0,39,40
1321,132,141,463,69,96,28
1322,132,86,289,126,138,13
1323,132,67,437,168,176,9
1324,132,73,644,206,223,18
1325,132,132,740,253,273,21
1326,132,144,617,303,324,22
1327,132,118,726,354,362,9
1328,132,151,157,392,414,23
1329,132,44,661,444,479,36
1330,133,26,429,0,17,18
1331,133,89,548,47,57,11
1332,133,116,327,87,102,16
1333,133,65,337,132,145,14
1334,133,68,564,175,205,31
1335,133,115,372,235,267,33
1336,133,95,337,297,311,15
1337,133,68,280,341,360,20
1338,133,71,627,390,411,22
1339,133,139,260,441,458,18
1340,134,68,502,0,48,49
1341,134,99,406,78,94,17
1342,134,76,6,124,140,17
1343,134,32,657,170,195,26
1344,134,134,159,225,253,29
1345,134,39,531,283,300,18
1346,134,108,624,330,345,16
1347,134,146,379,375,395,21
1348,134,76,35,425,446,22
1349,134,3,197,476,497,22
1350,135,88,83,0,23,24
1351,135,39,88,53,56,4
1352,135,32,89,86,87,2
1353,135,32,287,117,124,8
1354,135,59,310,154,157,4
1355,135,50,627,187,200,14
1356,135,111,413,230,232,3
1357,135,111,386,262,274,13
1358,135,73,649,304,321,18
1359,135,143,465,351,361,11
1360,136,132,393,0,28,29
1361,136,69,705,58,79,22
1362,136,147,202,109,137,29
1363,136,44,342,167,189,23
1364,136,80,209,219,241,23
1365,136,33,222,271,290,20
1366,136,54,129,320,324,5
1367,136,29,324,354,362,9
1368,136,62,260,392,421,30
1369,136,59,373,451,460,10
1370,137,66,198,0,20,21
1371,137,29,651,50,84,35
1372,137,139,547,114,131,18
1373,137,131,146,161,200,40
1374,137,46,250,230,253,24
1375,137,64,72,283,310,28
1376,137,22,596,340,379,40
1377,137,132,397,409,434,26
1378,137,80,650,464,484,21
1379,137,120,507,514,519,6
1380,138,52,534,0,19,20
1381,138,121,484,49,59,11
1382,138,97,261,89,101,13
1383,138,59,212,131,136,6
1384,138,45,490,166,178,13
1385,138,104,695,208,243,36
1386,138,150,411,273,293,21
1387,138,77,183,323,337,15
1388,138,33,93,367,372,6
1389,138,15,26,402,424,23
1390,139,149,610,0,8,9
1391,139,137,4,38,81,44
1392,139,14,3,111,119,9
1393,139,1,555,149,183,35
1394,139,121,259,213,224,12
1395,139,59,649,254,281,28
1396,139,143,585,311,325,15
1397,139,136,449,355,375,21
1398,139,88,245,405,419,15
1399,139,48,407,449,478,30
1400,140,139,621,0,5,6
1401,140,143,62,35,60,26
1402,140,27,198,90,119,30
1403,140,38,604,149,180,32
1404,140,133,287,210,229,20
1405,140,50,577,259,279,21
1406,140,109,580,309,329,21
1407,140,105,123,359,389,31
1408,140,22,386,419,454,36
1409,140,78,35,484,500,17
1410,141,45,731,0,22,23
1411,141,152,205,52,79,28
1412,141,44,324,109,117,9
1413,141,70,68,147,174,28
1414,141,16,446,204,222,19
1415,141,81,717,252,285,34
1416,141,145,652,315,328,14
1417,141,146,79,358,401,44
1418,141,1,331,431,463,33
1419,141,73,338,493,502,10
1420,142,77,544,0,26,27
1421,142,130,159,56,92,37
1422,142,44,628,122,148,27
1423,142,133,180,178,201,24
1424,142,40,291,231,247,17
1425,142,61,1,277,308,32
1426,142,10,362,338,370,33
1427,142,78,358,400,409,10
1428,142,73,665,439,466,28
1429,142,138,581,496,521,26
1430,143,14,733,0,35,36
1431,143,152,478,65,85,21
1432,143,89,447,115,135,21
1433,143,75,566,165,192,28
1434,143,126,382,222,233,12
1435,143,76,132,263,276,14
1436,143,26,202,306,310,5
1437,143,44,653,340,368,29
1438,143,147,412,398,416,19
1439,143,59,101,446,467,22
1440,144,64,714,0,33,34
1441,144,140,572,63,87,25
1442,144,102,487,117,124,8
1443,144,86,397,154,166,13
1444,144,87,174,196,231,36
1445,144,23,553,261,295,35
1446,144,103,19,325,345,21
1447,144,52,165,375,378,4
1448,144,34,548,408,439,32
1449,144,108,4,469,503,35
1450,145,74,703,0,21,22
1451,145,146,163,51,81,31
1452,145,27,4,111,123,13
1453,145,14,173,153,160,8
1454,145,0,737,190,242,53
1455,145,148,256,272,296,25
1456,145,77,339,326,341,16
1457,145,69,311,371,371,1
1458,145,69,304,401,403,3
1459,145,68,453,433,456,24
1460,146,106,176,0,36,37
1461,146,24,50,66,69,4
1462,146,10,555,99,134,36
1463,146,122,359,164,178,15
1464,146,97,330,208,213,6
1465,146,77,334,243,255,13
1466,146,67,175,285,306,22
1467,146,38,59,336,346,11
1468,146,11,51,376,385,10
1469,146,10,282,415,440,26
1470,147,150,286,0,28,29
1471,147,59,479,58,81,24
1472,147,132,483,111,117,7
1473,147,109,189,147,175,29
1474,147,34,139,205,212,8
1475,147,45,380,242,258,17
1476,147,76,235,288,311,24
1477,147,59,88,341,349,9
1478,147,39,646,379,401,23
1479,147,126,575,431,446,16
1480,148,108,438,0,5,6
1481,148,103,125,35,61,27
1482,148,28,259,91,107,17
1483,148,59,435,137,153,17
1484,148,85,521,183,209,27
1485,148,130,41,239,271,33
1486,148,5,396,301,319,19
1487,148,80,311,349,355,7
1488,148,67,564,385,414,30
1489,148,115,384,444,461,18
1490,149,99,459,0,11,12
1491,149,109,413,41,53,13
1492,149,73,232,83,89,7
1493,149,41,702,119,155,37
1494,149,151,352,185,206,22
1495,149,63,371,236,258,23
1496,149,83,513,288,297,10
1497,149,105,412,327,339,13
1498,149,85,244,369,391,23
1499,149,55,59,421,451,31
1500,150,132,393,0,29,30
1501,150,87,726,59,83,25
1502,150,151,17,113,153,41
1503,150,8,250,183,212,30
1504,150,63,375,242,243,2
1505,150,70,531,273,286,14
1506,150,109,45,316,357,42
1507,150,8,515,387,410,24
1508,150,123,306,440,462,23
1509,150,58,348,492,502,11
1510,151,73,447,0,14,15
1511,151,87,743,44,61,18
1512,151,149,199,91,133,43
1513,151,38,548,163,180,18
1514,151,126,528,210,219,10
1515,151,118,39,249,286,38
1516,151,3,293,316,338,23
1517,151,61,381,368,389,22
1518,151,74,150,419,446,28
1519,151,36,266,476,485,10
1520,152,75,132,0,23,24
1521,152,25,71,53,77,25
1522,152,28,362,107,128,22
1523,152,104,539,158,159,2
1524,152,105,365,189,207,19
1525,152,68,193,237,260,24
1526,152,22,442,290,306,17
1527,152,87,493,336,338,3
1528,152,91,41,368,391,24
1529,152,7,493,421,442,22
1530,153,144,156,0,35,36
1531,153,31,306,65,74,10
1532,153,72,33,104,127,24
1533,153,1,123,157,192,36
1534,153,22,241,222,231,10
1535,153,61,267,261,279,19
1536,153,46,173,309,344,36
1537,153,107,332,374,393,20
1538,153,73,514,423,434,12
1539,153,104,79,464,497,34
1540,154,80,448,0,3,4
1541,154,78,410,33,34,2
1542,154,82,139,64,79,16
1543,154,33,592,109,139,31
1544,154,126,480,169,173,5
1545,154,118,718,203,215,13
1546,154,153,281,245,269,25
1547,154,57,143,299,320,22
1548,154,16,111,350,361,12
1549,154,32,543,391,420,30
1550,155,80,181,0,28,29
1551,155,38,491,58,93,36
1552,155,105,156,123,150,28
1553,155,30,175,180,182,3
1554,155,38,76,212,245,34
1555,155,9,161,275,298,24
1556,155,41,334,328,346,19
1557,155,82,421,376,381,6
1558,155,92,100,411,447,37
1559,155,23,308,477,508,32
1560,156,15,17,0,7,8
1561,156,8,533,37,68,32
1562,156,119,472,98,118,21
1563,156,95,86,148,185,38
1564,156,11,251,215,230,16
1565,156,56,410,260,275,16
1566,156,77,321,305,315,11
1567,156,62,226,345,346,2
1568,156,63,604,376,399,24
1569,156,129,185,429,444,16
1570,157,139,251,0,22,23
1571,157,64,56,52,64,13
1572,157,11,259,94,109,16
1573,157,59,399,139,148,10
1574,157,64,145,178,203,26
1575,157,28,330,233,247,15
1576,157,59,491,277,294,18
1577,157,123,739,324,328,5
1578,157,135,389,358,377,20
1579,157,66,524,407,433,27
1580,158,115,248,0,17,18
1581,158,62,476,47,83,37
1582,158,107,316,113,143,31
1583,158,69,440,173,189,17
1584,158,111,61,219,250,32
1585,158,11,445,280,310,31
1586,158,84,257,340,361,22
1587,158,40,633,391,416,26
1588,158,112,6,446,479,34
1589,158,11,167,509,525,17
1590,159,58,200,0,9,10
1591,159,54,677,39,76,38
1592,159,119,266,106,125,20
1593,159,60,40,155,168,14
1594,159,4,97,198,208,11
1595,159,22,194,238,241,4
1596,159,36,465,271,282,12
1597,159,33,228,312,323,12
1598,159,58,260,353,365,13
1599,159,68,169,395,407,13
1600,160,147,471,0,15,16
1601,160,113,370,45,49,5
1602,160,94,396,79,83,5
1603,160,95,63,113,147,35
1604,160,3,312,177,196,20
1605,160,67,528,226,261,36
1606,160,117,726,291,300,10
1607,160,151,356,330,348,19
1608,160,77,649,378,399,22
1609,160,143,653,429,437,9
1610,161,115,627,0,17,18
1611,161,129,213,47,63,17
1612,161,60,89,93,106,14
1613,161,32,483,136,151,16
1614,161,85,672,181,205,25
1615,161,118,285,235,253,19
1616,161,59,135,283,298,16
1617,161,2,19,328,341,14
1618,161,8,435,371,400,30
1619,161,72,312,430,444,15
1620,162,113,208,0,27,28
1621,162,41,459,57,71,15
1622,162,85,68,101,130,30
1623,162,5,29,160,179,20
1624,162,14,30,209,225,17
1625,162,2,277,255,276,22
1626,162,62,14,306,334,29
1627,162,4,325,364,392,29
1628,162,74,268,422,438,17
1629,162,60,381,468,485,18
1630,163,138,183,0,27,28
1631,163,41,270,57,74,18
1632,163,47,646,104,144,41
1633,163,138,260,174,199,26
1634,163,59,390,229,241,13
1635,163,67,351,271,287,17
1636,163,70,453,317,334,18
1637,163,89,521,364,391,28
1638,163,114,610,421,425,5
1639,163,130,88,455,494,40
1640,164,33,326,0,16,17
1641,164,71,362,46,56,11
1642,164,66,324,86,99,14
1643,164,70,618,129,150,22
1644,164,151,653,180,189,10
1645,164,110,171,219,250,32
1646,164,36,500,280,294,15
1647,164,94,117,324,343,20
1648,164,16,686,373,405,33
1649,164,144,471,435,443,9
1650,165,130,272,0,13,14
1651,165,81,406,43,60,18
1652,165,74,629,90,109,20
1653,165,139,352,139,160,22
1654,165,71,188,190,208,19
1655,165,60,423,238,247,10
1656,165,92,580,277,282,6
1657,165,124,459,312,332,21
1658,165,85,223,362,377,16
1659,165,38,173,407,409,3
1660,166,59,459,0,16,17
1661,166,101,310,46,93,48
1662,166,58,121,123,146,24
1663,166,17,53,176,198,23
1664,166,13,469,228,267,40
1665,166,92,423,297,305,9
1666,166,114,312,335,349,15
1667,166,78,160,379,394,16
1668,166,41,268,424,447,24
1669,166,34,319,477,487,11
1670,167,57,515,0,23,24
1671,167,106,592,53,77,25
1672,167,138,358,107,128,22
1673,167,73,95,158,180,23
1674,167,8,147,210,219,10
1675,167,36,469,249,271,23
1676,167,91,262,301,316,16
1677,167,45,557,346,366,21
1678,167,123,133,396,424,29
1679,167,31,675,454,477,24
1680,168,71,688,0,31,32
1681,168,137,131,61,100,40
1682,168,25,703,130,161,32
1683,168,146,491,191,216,26
1684,168,67,125,246,261,16
1685,168,22,673,291,353,63
1686,168,151,487,383,396,14
1687,168,97,451,426,456,31
1688,168,99,192,486,528,43
1689,168,36,198,558,585,28
1690,169,138,314,0,30,31
1691,169,81,12,60,75,16
1692,169,16,639,105,158,54
1693,169,145,477,188,198,11
1694,169,96,169,228,259,32
1695,169,53,532,289,313,25
1696,169,97,538,343,358,16
1697,169,123,222,388,420,33
1698,169,49,447,450,479,30
1699,169,87,201,509,538,30
1700,170,37,209,0,7,8
1701,170,44,743,37,74,38
1702,170,141,350,104,141,38
1703,170,62,622,171,193,23
1704,170,143,41,223,254,32
1705,170,7,494,284,311,28
1706,170,91,222,341,372,32
1707,170,37,307,402,418,17
1708,170,72,310,448,457,10
1709,170,67,399,487,503,17
1710,171,39,182,0,8,9
1711,171,73,303,38,43,6
1712,171,65,681,73,97,25
1713,171,146,307,127,144,18
1714,171,73,685,174,205,32
1715,171,144,363,235,250,16
1716,171,82,203,280,300,21
1717,171,44,439,330,351,22
1718,171,104,304,381,398,18
1719,171,65,305,428,433,6
1720,172,76,111,0,18,19
1721,172,2,539,48,80,33
1722,172,123,186,110,125,16
1723,172,51,359,155,166,12
1724,172,72,595,196,210,15
1725,172,118,331,240,261,22
1726,172,66,536,291,301,11
1727,172,105,74,331,364,34
1728,172,9,223,394,430,37
1729,172,56,80,460,472,13
1730,173,33,40,0,13,14
1731,173,7,179,43,56,14
1732,173,39,465,86,115,30
1733,173,119,134,145,166,22
1734,173,26,451,196,224,29
1735,173,131,553,254,266,13
1736,173,127,146,296,325,30
1737,173,43,215,355,360,6
1738,173,52,410,390,403,14
1739,173,72,429,433,449,17
1740,174,142,208,0,31,32
1741,174,41,257,61,62,2
1742,174,40,341,92,112,21
1743,174,81,625,142,161,20
1744,174,120,336,191,204,14
1745,174,78,164,234,245,12
1746,174,42,14,275,286,12
1747,174,4,381,316,344,29
1748,174,76,338,374,392,19
1749,174,69,62,422,449,28
1750,175,141,442,0,17,18
1751,175,82,104,47,81,35
1752,175,38,359,111,129,19
1753,175,66,418,159,167,9
1754,175,82,313,197,198,2
1755,175,78,321,228,251,24
1756,175,54,657,281,322,42
1757,175,144,224,352,398,47
1758,175,37,571,428,449,22
1759,175,118,139,479,507,29
1760,176,93,354,0,20,21
1761,176,74,18,50,80,31
1762,176,18,597,110,145,36
1763,176,109,96,175,203,29
1764,176,53,160,233,249,17
1765,176,40,685,279,314,36
1766,176,136,471,344,351,8
1767,176,88,359,381,405,25
1768,176,72,87,435,439,5
1769,176,58,518,469,503,35
1770,177,23,347,0,11,12
1771,177,62,736,41,63,23
1772,177,98,6,93,119,27
1773,177,20,493,149,180,32
1774,177,123,75,210,235,26
1775,177,18,574,265,305,41
1776,177,128,251,335,351,17
1777,177,74,171,381,408,28
1778,177,48,192,438,451,14
1779,177,17,160,481,494,14
1780,178,2,355,0,15,16
1781,178,73,70,45,63,19
1782,178,16,259,93,104,12
1783,178,50,416,134,147,14
1784,178,105,306,177,197,21
1785,178,73,190,227,249,23
1786,178,46,623,279,308,30
1787,178,143,38,338,385,48
1788,178,7,677,415,443,29
1789,178,146,521,473,499,27
1790,179,61,412,0,18,19
1791,179,86,230,48,57,10
1792,179,58,297,87,110,24
1793,179,48,706,140,181,42
1794,179,154,367,211,227,17
1795,179,80,257,257,277,21
1796,179,39,353,307,317,11
1797,179,71,376,347,349,3
1798,179,70,40,379,404,26
1799,179,7,629,434,457,24
1800,180,95,410,0,21,22
1801,180,77,546,51,68,18
1802,180,115,390,98,123,26
1803,180,82,540,153,165,13
1804,180,113,674,195,218,24
1805,180,151,697,248,248,1
1806,180,151,37,278,310,33
1807,180,3,411,340,359,20
1808,180,86,377,389,399,11
1809,180,89,120,429,460,32
1810,181,67,483,0,19,20
1811,181,102,480,49,59,11
1812,181,90,213,89,105,17
1813,181,59,263,135,140,6
1814,181,58,281,170,177,8
1815,181,57,319,207,227,21
1816,181,43,63,257,266,10
1817,181,33,360,296,306,11
1818,181,73,125,336,358,23
1819,181,22,63,388,397,10
1820,182,99,262,0,29,30
1821,182,45,15,59,71,13
1822,182,5,484,101,129,29
1823,182,97,625,159,166,8
1824,182,128,310,196,211,16
1825,182,50,230,241,255,15
1826,182,39,580,285,311,27
1827,182,134,141,341,367,27
1828,182,34,44,397,405,9
1829,182,8,579,435,468,34
1830,183,121,544,0,16,17
1831,183,141,571,46,69,24
1832,183,118,314,99,130,32
1833,183,68,384,160,173,14
1834,183,77,734,203,227,25
1835,183,154,202,257,289,33
1836,183,70,21,319,353,35
1837,183,12,704,383,430,48
1838,183,147,501,460,481,22
1839,183,115,5,511,547,37
1840,184,49,291,0,21,22
1841,184,60,680,51,71,21
1842,184,134,549,101,124,24
1843,184,118,41,154,188,35
1844,184,4,92,218,234,17
1845,184,33,410,264,270,7
1846,184,39,513,300,322,23
1847,184,91,56,352,383,32
1848,184,14,117,413,431,19
1849,184,27,297,461,475,15
1850,185,121,189,0,26,27
1851,185,21,179,56,71,16
1852,185,39,91,101,108,8
1853,185,27,107,138,150,13
1854,185,14,207,180,191,12
1855,185,41,577,221,239,19
1856,185,128,554,269,272,4
1857,185,121,480,302,316,15
1858,185,76,54,346,366,21
1859,185,10,635,396,443,48
1860,186,100,488,0,11,12
1861,186,104,430,41,54,14
1862,186,90,439,84,98,15
1863,186,97,608,128,149,22
1864,186,137,377,179,208,30
1865,186,74,396,238,254,17
1866,186,80,247,284,312,29
1867,186,54,151,342,350,9
1868,186,23,510,380,406,27
1869,186,97,441,436,442,7
1870,187,43,221,0,28,29
1871,187,37,596,58,75,18
1872,187,116,369,105,132,28
1873,187,81,584,162,172,11
1874,187,124,697,202,229,28
1875,187,132,556,259,271,13
1876,187,122,191,301,325,25
1877,187,35,114,355,375,21
1878,187,15,361,405,417,13
1879,187,59,743,447,474,28
1880,188,153,478,0,12,13
1881,188,96,44,42,78,37
1882,188,8,110,108,126,19
1883,188,26,558,156,196,41
1884,188,130,125,226,248,23
1885,188,12,128,278,312,35
1886,188,29,414,342,360,19
1887,188,73,499,390,410,21
1888,188,124,344,440,447,8
1889,188,81,394,477,479,3
1890,189,141,474,0,39,40
1891,189,131,36,69,112,44
1892,189,16,739,142,168,27
1893,189,154,389,198,210,13
1894,189,111,305,240,256,17
1895,189,74,75,286,320,35
1896,189,18,82,350,372,23
1897,189,25,254,402,411,10
1898,189,65,425,441,458,18
1899,189,99,333,488,516,29
1900,190,18,5,0,21,22
1901,190,20,259,51,73,23
1902,190,41,377,103,117,15
1903,190,70,287,147,173,27
1904,190,42,148,203,217,15
1905,190,22,178,247,266,20
1906,190,26,734,296,362,67
1907,190,139,431,392,412,21
1908,190,90,439,442,450,9
1909,190,97,275,480,503,24
1910,191,113,405,0,33,34
1911,191,76,560,63,91,29
1912,191,137,371,121,129,9
1913,191,94,566,159,205,47
1914,191,107,144,235,272,38
1915,191,16,166,302,310,9
1916,191,28,200,340,361,22
1917,191,38,599,391,428,38
1918,191,118,189,458,484,27
1919,191,52,577,514,537,24
1920,192,70,31,0,18,19
1921,192,20,241,48,75,28
1922,192,43,423,105,121,17
1923,192,95,312,151,166,16
1924,192,67,640,196,232,37
